Column1,sora,aya,text,tafseer,emlaey
5413,70,39,كَلَّآۖ إِنَّا خَلَقۡنَٰهُم مِّمَّا يَعۡلَمُونَ,"ليس الأمر كما تصوّروا، إنا خلقناهم مما يعرفونه، فقد خلقناهم من ماء حقير، فهم ضعفاء لا يملكون لأنفسهم نفعًا ولا ضرًّا، فكيف يتكبرون؟!",كلا انا خلقناهم مما يعلمون
5414,70,40,فَلَآ أُقۡسِمُ بِرَبِّ ٱلۡمَشَٰرِقِ وَٱلۡمَغَٰرِبِ إِنَّا لَقَٰدِرُونَ,"أقسم الله تعالى بنفسه، وهو رب المشارق والمغارب للشمس والقمر وسائر الكواكب، إنا لقادرون.",فلا اقسم برب المشارق والمغارب انا لقادرون
5415,70,41,عَلَىٰٓ أَن نُّبَدِّلَ خَيۡرٗا مِّنۡهُمۡ وَمَا نَحۡنُ بِمَسۡبُوقِينَ,"على تبديلهم بغيرهم ممن يطيع الله، ونهلكهم، لا نعجز عن ذلك، ولسنا بمغلوبين متى أردنا إهلاكهم وتبديلهم بغيرهم.",على ان نبدل خيرا منهم وما نحن بمسبوقين
5416,70,42,فَذَرۡهُمۡ يَخُوضُواْ وَيَلۡعَبُواْ حَتَّىٰ يُلَٰقُواْ يَوۡمَهُمُ ٱلَّذِي يُوعَدُونَ,"فاتركهم - أيها الرسول - يخوضوا فيما هم فيه من الباطل والضلال، ويلعبوا في حياتهم الدنيا إلى أن يلاقوا يوم القيامة الذي كانوا يوعدون به في القرآن.",فذرهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون
5417,70,43,يَوۡمَ يَخۡرُجُونَ مِنَ ٱلۡأَجۡدَاثِ سِرَاعٗا كَأَنَّهُمۡ إِلَىٰ نُصُبٖ يُوفِضُونَ,يوم يخرجون من القبور سراعًا كأنهم إلى عَلَمٍ يتسابقون.,يوم يخرجون من الاجداث سراعا كانهم الى نصب يوفضون
5418,70,44,خَٰشِعَةً أَبۡصَٰرُهُمۡ تَرۡهَقُهُمۡ ذِلَّةٞۚ ذَٰلِكَ ٱلۡيَوۡمُ ٱلَّذِي كَانُواْ يُوعَدُونَ,"ذليلة أبصارهم، تغشاهم ذلة، ذلك هو اليوم الذي كانوا يوعدون به في الدنيا، وكانوا لا يبالون به.",خاشعة ابصارهم ترهقهم ذلة ذلك اليوم الذي كانوا يوعدون
5419,71,1,إِنَّآ أَرۡسَلۡنَا نُوحًا إِلَىٰ قَوۡمِهِۦٓ أَنۡ أَنذِرۡ قَوۡمَكَ مِن قَبۡلِ أَن يَأۡتِيَهُمۡ عَذَابٌ أَلِيمٞ,إنا بعثنا نوحًا إلى قومه يدعوهم ليخوّف قومه من قبل أن يأتيهم عذاب موجع بسبب ما هم عليه من الشرك بالله.,انا ارسلنا نوحا الى قومه ان انذر قومك من قبل ان ياتيهم عذاب اليم
5420,71,2,قَالَ يَٰقَوۡمِ إِنِّي لَكُمۡ نَذِيرٞ مُّبِينٌ,"قال نوح لقومه: يا قوم، إني لكم مُنْذِرٌ بَيِّنُ الإنذار من عذاب ينتظركم إن لم تتوبوا إلى الله.",قال يا قوم اني لكم نذير مبين
5421,71,3,أَنِ ٱعۡبُدُواْ ٱللَّهَ وَٱتَّقُوهُ وَأَطِيعُونِ,"ومقتضى إنذاري لكم أن أقول لكم: اعبدوا الله وحده، ولا تشركوا به شيئًا، واتقوه بامتثال أوامره، واجتناب نواهيه، وأطيعوني فيما آمركم به.",ان اعبدوا الله واتقوه واطيعون
5422,71,4,يَغۡفِرۡ لَكُم مِّن ذُنُوبِكُمۡ وَيُؤَخِّرۡكُمۡ إِلَىٰٓ أَجَلٖ مُّسَمًّىۚ إِنَّ أَجَلَ ٱللَّهِ إِذَا جَآءَ لَا يُؤَخَّرُۚ لَوۡ كُنتُمۡ تَعۡلَمُونَ,"إنكم إن تفعلوا ذلك يغفر الله لكم من ذنوبكم ما لا يتعلق بحقوق العباد، ويُطِلْ أمد أمّتكم في الحياة إلى وقت محدد في علم الله، تعمرون الأرض ما استقمتم على ذلك، إن الموت إذا جاء لا يؤخَّر، لو كنتم تعلمون لبادرتم إلى الإيمان بالله والتوبة مما أنتم عليه من الشرك والضلال.",يغفر لكم من ذنوبكم ويؤخركم الى اجل مسمى ان اجل الله اذا جاء لا يؤخر لو كنتم تعلمون
5423,71,5,قَالَ رَبِّ إِنِّي دَعَوۡتُ قَوۡمِي لَيۡلٗا وَنَهَارٗا,"قال نوح: يا رب، إني دعوت قومي إلى عبادتك وتوحيدك، ليلًا ونهارًا باستمرار.",قال رب اني دعوت قومي ليلا ونهارا
5424,71,6,فَلَمۡ يَزِدۡهُمۡ دُعَآءِيٓ إِلَّا فِرَارٗا,فلم تزدهم دعوتي لهم إلا نفورًا وبُعْدًا مما أدعوهم إليه.,فلم يزدهم دعائي الا فرارا
5425,71,7,وَإِنِّي كُلَّمَا دَعَوۡتُهُمۡ لِتَغۡفِرَ لَهُمۡ جَعَلُوٓاْ أَصَٰبِعَهُمۡ فِيٓ ءَاذَانِهِمۡ وَٱسۡتَغۡشَوۡاْ ثِيَابَهُمۡ وَأَصَرُّواْ وَٱسۡتَكۡبَرُواْ ٱسۡتِكۡبَارٗا,"وإني كلما دعوتهم إلى ما فيه سبب غفران ذنوبهم؛ من عبادتك وحدك ومن طاعتك وطاعة رسولك - سدّوا آذانهم بأصابعهم؛ ليمنعوها من سماع دعوتي، وغطّوا وجوههم بثيابهم حتى لا يروني، واستمرّوا على ما هم عليه من الشرك، وتكبّروا عن قبول ما أدعوهم إليه، والإذعان له.",واني كلما دعوتهم لتغفر لهم جعلوا اصابعهم في اذانهم واستغشوا ثيابهم واصروا واستكبروا استكبارا
5426,71,8,ثُمَّ إِنِّي دَعَوۡتُهُمۡ جِهَارٗا,ثم إني - يا رب - دعوتهم علانية.,ثم اني دعوتهم جهارا
5427,71,9,ثُمَّ إِنِّيٓ أَعۡلَنتُ لَهُمۡ وَأَسۡرَرۡتُ لَهُمۡ إِسۡرَارٗا,"ثم إني رفعت لهم صوتي بالدعوة، وأسررت إسرارًا خفيًّا، ودعوتهم بصوت منخفض؛ منوّعًا لهم أسلوب دعوتي.",ثم اني اعلنت لهم واسررت لهم اسرارا
5428,71,10,فَقُلۡتُ ٱسۡتَغۡفِرُواْ رَبَّكُمۡ إِنَّهُۥ كَانَ غَفَّارٗا,"فقلت لهم: يا قوم، اطلبوا المغفرة من ربكم بالتوبة إليه، إنه سبحانه كان غفارًا لذنوب من تاب إليه من عباده.",فقلت استغفروا ربكم انه كان غفارا
5429,71,11,يُرۡسِلِ ٱلسَّمَآءَ عَلَيۡكُم مِّدۡرَارٗا,"فإنكم إن فعلتم ذلك ينزل الله عليكم المطر متتابعًا كلما احتجتم إليه، فلا يصيبكم قحط.",يرسل السماء عليكم مدرارا
5430,71,12,وَيُمۡدِدۡكُم بِأَمۡوَٰلٖ وَبَنِينَ وَيَجۡعَل لَّكُمۡ جَنَّـٰتٖ وَيَجۡعَل لَّكُمۡ أَنۡهَٰرٗا,"ويعطيكم بكثرةٍ أموالًا وأولادًا، ويجعل لكم بساتين تأكلون من ثمارها، ويجعل لكم أنهارًا تشربون منها وتسقون زروعكم ومواشيكم.",ويمددكم باموال وبنين ويجعل لكم جنات ويجعل لكم انهارا
5431,71,13,مَّا لَكُمۡ لَا تَرۡجُونَ لِلَّهِ وَقَارٗا,ما شأنكم - يا قوم - لا تخافون عظمة الله حيث تعصونه دون مبالاة؟!,ما لكم لا ترجون لله وقارا
5432,71,14,وَقَدۡ خَلَقَكُمۡ أَطۡوَارًا,وقد خلقكم طَوْرًا بعد طَوْر من نُطْفة فَعَلَقة فَمُضْغة.,وقد خلقكم اطوارا
5433,71,15,أَلَمۡ تَرَوۡاْ كَيۡفَ خَلَقَ ٱللَّهُ سَبۡعَ سَمَٰوَٰتٖ طِبَاقٗا,"ألم تروا كيف خلق الله سبع سماوات، سماء فوق سماء؟!",الم تروا كيف خلق الله سبع سماوات طباقا
5434,71,16,وَجَعَلَ ٱلۡقَمَرَ فِيهِنَّ نُورٗا وَجَعَلَ ٱلشَّمۡسَ سِرَاجٗا,"وجعل القمر في السماء الدنيا منهن نورًا لأهل الأرض، وجعل الشمس مضيئة.",وجعل القمر فيهن نورا وجعل الشمس سراجا
5435,71,17,وَٱللَّهُ أَنۢبَتَكُم مِّنَ ٱلۡأَرۡضِ نَبَاتٗا,"والله خلقكم من الأرض بخلق أبيكم آدم من تراب، ثم أنتم تتغذون بما تُنْبِته لكم.",والله انبتكم من الارض نباتا
5436,71,18,ثُمَّ يُعِيدُكُمۡ فِيهَا وَيُخۡرِجُكُمۡ إِخۡرَاجٗا,"ثم يعيدكم فيها بعد موتكم، ثم يخرجكم للبعث منها إخراجًا.",ثم يعيدكم فيها ويخرجكم اخراجا
5437,71,19,وَٱللَّهُ جَعَلَ لَكُمُ ٱلۡأَرۡضَ بِسَاطٗا,والله جعل لكم الأرض مبسوطة مهيَّأة للسُّكْنى.,والله جعل لكم الارض بساطا
5438,71,20,لِّتَسۡلُكُواْ مِنۡهَا سُبُلٗا فِجَاجٗا,رجاء أن تسلكوا منها طرقًا واسعة سعيًا للكسب الحلال.,لتسلكوا منها سبلا فجاجا
5439,71,21,قَالَ نُوحٞ رَّبِّ إِنَّهُمۡ عَصَوۡنِي وَٱتَّبَعُواْ مَن لَّمۡ يَزِدۡهُ مَالُهُۥ وَوَلَدُهُۥٓ إِلَّا خَسَارٗا,"قال نوح: يا رب، إن قومي عصوني فيما أمرتهم به من توحيدك وعبادتك وحدك، واتبع السفلة منهم رؤساءهم الذين أنعمت عليهم بالمال والولد، فلم يزدهم ما أنعمت به عليهم إلا ضلالًا.",قال نوح رب انهم عصوني واتبعوا من لم يزده ماله وولده الا خسارا
5440,71,22,وَمَكَرُواْ مَكۡرٗا كُبَّارٗا,ومكر الأكابر منهم مكرًا عظيمًا بتحريشهم أسافلهم على نوح.,ومكروا مكرا كبارا
5441,71,23,وَقَالُواْ لَا تَذَرُنَّ ءَالِهَتَكُمۡ وَلَا تَذَرُنَّ وَدّٗا وَلَا سُوَاعٗا وَلَا يَغُوثَ وَيَعُوقَ وَنَسۡرٗا,وقالوا لأتباعهم: لا تتركوا عبادة آلهتكم؛ ولا تتركوا عبادة أصنامكم وَدٍّ ولا سُوَاع ولا يَغُوث ولا يَعُوق ولا نَسْر.,وقالوا لا تذرن الهتكم ولا تذرن ودا ولا سواعا ولا يغوث ويعوق ونسرا
5442,71,24,وَقَدۡ أَضَلُّواْ كَثِيرٗاۖ وَلَا تَزِدِ ٱلظَّـٰلِمِينَ إِلَّا ضَلَٰلٗا,"وقد أضلّوا بأصنامهم هذه كثيرًا من الناس، ولا تزد - يا رب - الظالمين لأنفسهم بالإصرار على الكفر والمعاصي إلا ضلالًا عن الحق.",وقد اضلوا كثيرا ولا تزد الظالمين الا ضلالا
5443,71,25,مِّمَّا خَطِيٓـَٰٔتِهِمۡ أُغۡرِقُواْ فَأُدۡخِلُواْ نَارٗا فَلَمۡ يَجِدُواْ لَهُم مِّن دُونِ ٱللَّهِ أَنصَارٗا,"بسبب خطيئاتهم التي ارتكبوها أُغْرِقوا بالطوفان في الدنيا، فأُدْخِلوا النار بعد موتهم مباشرة، فلم يجدوا لهم من دون الله أنصارًا ينقذونهم من الغرق والنار.",مما خطيئاتهم اغرقوا فادخلوا نارا فلم يجدوا لهم من دون الله انصارا
5444,71,26,وَقَالَ نُوحٞ رَّبِّ لَا تَذَرۡ عَلَى ٱلۡأَرۡضِ مِنَ ٱلۡكَٰفِرِينَ دَيَّارًا,"وقال نوح لما أخبره الله أنه لن يؤمن من قومه إلا من قد آمن: يا رب، لا تترك على الأرض من الكافرين أحدًا يدور أو يتحرك.",وقال نوح رب لا تذر على الارض من الكافرين ديارا
5445,71,27,إِنَّكَ إِن تَذَرۡهُمۡ يُضِلُّواْ عِبَادَكَ وَلَا يَلِدُوٓاْ إِلَّا فَاجِرٗا كَفَّارٗا,"إنك - ربنا - إن تتركهم وتمهلهم يضلّوا عبادك المؤمنين، ولا يلدوا إلا صاحبَ فجورٍ لا يطيعك، وشديدَ كفرٍ لا يشكرك على نعمك.",انك ان تذرهم يضلوا عبادك ولا يلدوا الا فاجرا كفارا
5446,71,28,رَّبِّ ٱغۡفِرۡ لِي وَلِوَٰلِدَيَّ وَلِمَن دَخَلَ بَيۡتِيَ مُؤۡمِنٗا وَلِلۡمُؤۡمِنِينَ وَٱلۡمُؤۡمِنَٰتِۖ وَلَا تَزِدِ ٱلظَّـٰلِمِينَ إِلَّا تَبَارَۢا,"ربّ اغفر لي ذنوبي، واغفر لوالديَّ، واغفر لمن دخل بيتي مؤمنًا، واغفر للمؤمنين والمؤمنات، ولا تزد الظالمين لأنفسهم بالكفر والمعاصي إلا هلاكًا وخسرانًا.",رب اغفر لي ولوالدي ولمن دخل بيتي مؤمنا وللمؤمنين والمؤمنات ولا تزد الظالمين الا تبارا
5447,72,1,قُلۡ أُوحِيَ إِلَيَّ أَنَّهُ ٱسۡتَمَعَ نَفَرٞ مِّنَ ٱلۡجِنِّ فَقَالُوٓاْ إِنَّا سَمِعۡنَا قُرۡءَانًا عَجَبٗا,"قل - أيها الرسول - لأمتك: أوحى الله إليّ أنه استمع إلى قراءتي للقرآن جماعة من الجن ببطن نَخْلة، فلما رجعوا إلى قومهم قالوا لهم: إنا سمعنا كلامًا مقروءًا مُعْجِبًا في بيانه وفصاحته.",قل اوحي الي انه استمع نفر من الجن فقالوا انا سمعنا قرانا عجبا
